"csu_id","trap_id","year","week","trap_date","county","method","spp","total","test_code","cq","seq","zone","lat","long"
"CSU7921","FC-004",2015,30,"2015-07-27","LC","L","Pipiens",10,"0","55.55","0","SE","40.53486","-105.03733"
"CSU7922","FC-014",2015,30,"2015-07-27","LC","L","Tarsalis",50,"0","55.55","0","NE","40.56359","-105.006562"
"CSU7923","FC-014",2015,30,"2015-07-27","LC","L","Tarsalis",50,"0","55.55","0","NE","40.56359","-105.006562"
"CSU7924","FC-014",2015,30,"2015-07-27","LC","L","Tarsalis",23,"0","38.81","0","NE","40.56359","-105.006562"
"CSU7925","FC-014",2015,30,"2015-07-27","LC","L","Pipiens",7,"0","55.55","0","NE","40.56359","-105.006562"
"CSU7926","LV-069",2015,30,"2015-07-27","LC","L","Tarsalis",50,"0","55.55","0","LV","40.428924","-105.058221"
"CSU7927","LV-069",2015,30,"2015-07-27","LC","L","Tarsalis",50,"0","55.55","0","LV","40.428924","-105.058221"
"CSU7928","LV-069",2015,30,"2015-07-27","LC","L","Tarsalis",50,"0","55.55","0","LV","40.428924","-105.058221"
"CSU7929","LV-069",2015,30,"2015-07-27","LC","L","Tarsalis",26,"0","55.55","0","LV","40.428924","-105.058221"
"CSU7930","LV-069",2015,30,"2015-07-27","LC","L","Pipiens",1,"0","55.55","0","LV","40.428924","-105.058221"
"CSU7931","FC-038",2015,30,"2015-07-27","LC","L","Tarsalis",50,"0","55.55","0","NE","40.59911","-105.00623"
"CSU7932","FC-038",2015,30,"2015-07-27","LC","L","Tarsalis",35,"0","55.55","0","NE","40.59911","-105.00623"
"CSU7933","FC-038",2015,30,"2015-07-27","LC","L","Pipiens",4,"0","55.55","0","NE","40.59911","-105.00623"
"CSU7934","FC-034",2015,30,"2015-07-27","LC","L","Tarsalis",51,"0","55.55","0","NE","40.62556","-105.05009"
"CSU7935","FC-034",2015,30,"2015-07-27","LC","L","Pipiens",2,"0","55.55","0","NE","40.62556","-105.05009"
"CSU7936","FC-040GR",2015,30,"2015-07-27","LC","G","Tarsalis",4,"0","55.55","0","NE","40.60326","-105.06553"
"CSU7937","FC-040GR",2015,30,"2015-07-27","LC","G","Pipiens",50,"0","55.55","0","NE","40.60326","-105.06553"
"CSU7938","FC-040GR",2015,30,"2015-07-27","LC","G","Pipiens",50,"0","55.55","0","NE","40.60326","-105.06553"
"CSU7939","FC-040GR",2015,30,"2015-07-27","LC","G","Pipiens",50,"0","55.55","0","NE","40.60326","-105.06553"
"CSU7940","FC-040GR",2015,30,"2015-07-27","LC","G","Pipiens",8,"0","38.73","0","NE","40.60326","-105.06553"
"CSU7941","FC-069",2015,30,"2015-07-27","LC","L","Tarsalis",50,"0","55.55","0","NE","40.61438","-105.0527"
"CSU7942","FC-069",2015,30,"2015-07-27","LC","L","Tarsalis",50,"0","55.55","0","NE","40.61438","-105.0527"
"CSU7943","FC-069",2015,30,"2015-07-27","LC","L","Tarsalis",29,"0","55.55","0","NE","40.61438","-105.0527"
"CSU7944","FC-069",2015,30,"2015-07-27","LC","L","Pipiens",5,"0","55.55","0","NE","40.61438","-105.0527"
"CSU7945","FC-040",2015,30,"2015-07-27","LC","L","Tarsalis",50,"1","19.91","1","NE","40.60326","-105.06554"
"CSU7946","FC-040",2015,30,"2015-07-27","LC","L","Tarsalis",50,"0","55.55","0","NE","40.60326","-105.06554"
"CSU7947","FC-040",2015,30,"2015-07-27","LC","L","Tarsalis",50,"0","55.55","0","NE","40.60326","-105.06554"
"CSU7948","FC-040",2015,30,"2015-07-27","LC","L","Tarsalis",31,"0","55.55","0","NE","40.60326","-105.06554"
"CSU7949","FC-040",2015,30,"2015-07-27","LC","L","Pipiens",37,"0","55.55","0","NE","40.60326","-105.06554"
"CSU7950","FC-092GR",2015,30,"2015-07-27","LC","G","Pipiens",19,"0","55.55","0","NE","40.58407","-105.06497"
"CSU7951","FC-066GR",2015,30,"2015-07-27","LC","G","Pipiens",6,"0","55.55","0","NE","40.55873","-105.02318"
"CSU7952","FC-091GR",2015,30,"2015-07-27","LC","G","Tarsalis",2,"0","55.55","0","NE","40.57052","-105.05457"
"CSU7953","FC-091GR",2015,30,"2015-07-27","LC","G","Pipiens",16,"0","55.55","0","NE","40.57052","-105.05457"
"CSU7954","FC-019",2015,30,"2015-07-27","LC","L","Tarsalis",50,"0","55.55","0","NE","40.565586","-105.05203"
"CSU7955","FC-019",2015,30,"2015-07-27","LC","L","Tarsalis",46,"0","55.55","0","NE","40.565586","-105.05203"
"CSU7956","FC-019",2015,30,"2015-07-27","LC","L","Pipiens",21,"0","55.55","0","NE","40.565586","-105.05203"
"CSU7957","FC-072",2015,30,"2015-07-27","LC","L","Tarsalis",50,"0","55.55","0","NE","40.56953","-105.07117"
"CSU7958","FC-072",2015,30,"2015-07-27","LC","L","Tarsalis",50,"0","55.55","0","NE","40.56953","-105.07117"
"CSU7959","FC-072",2015,30,"2015-07-27","LC","L","Tarsalis",47,"0","39.04","0","NE","40.56953","-105.07117"
"CSU7960","FC-072",2015,30,"2015-07-27","LC","L","Pipiens",7,"0","55.55","0","NE","40.56953","-105.07117"
"CSU7961","FC-006",2015,30,"2015-07-27","LC","L","Tarsalis",50,"0","55.55","0","NE","40.592328","-105.066295"
"CSU7962","FC-006",2015,30,"2015-07-27","LC","L","Tarsalis",50,"0","55.55","0","NE","40.592328","-105.066295"
"CSU7963","FC-006",2015,30,"2015-07-27","LC","L","Tarsalis",50,"0","55.55","0","NE","40.592328","-105.066295"
"CSU7964","FC-006",2015,30,"2015-07-27","LC","L","Tarsalis",5,"0","55.55","0","NE","40.592328","-105.066295"
"CSU7965","FC-006",2015,30,"2015-07-27","LC","L","Pipiens",24,"0","55.55","0","NE","40.592328","-105.066295"
"CSU7966","FC-036",2015,30,"2015-07-27","LC","L","Tarsalis",50,"0","55.55","0","NW","40.600766","-105.079837"
"CSU7967","FC-036",2015,30,"2015-07-27","LC","L","Tarsalis",50,"0","55.55","0","NW","40.600766","-105.079837"
"CSU7968","FC-036",2015,30,"2015-07-27","LC","L","Tarsalis",50,"0","38.83","0","NW","40.600766","-105.079837"
"CSU7969","FC-036",2015,30,"2015-07-27","LC","L","Tarsalis",50,"0","55.55","0","NW","40.600766","-105.079837"
"CSU7970","FC-036",2015,30,"2015-07-27","LC","L","Tarsalis",36,"0","55.55","0","NW","40.600766","-105.079837"
"CSU7971","FC-036",2015,30,"2015-07-27","LC","L","Pipiens",16,"0","55.55","0","NW","40.600766","-105.079837"
"CSU7884","FC-062",2015,29,"2015-07-23","LC","L","Tarsalis",15,"0","36.07","0","SW","40.54278","-105.08741"
"CSU7885","FC-062",2015,29,"2015-07-23","LC","L","Pipiens",3,"0",,"0","SW","40.54278","-105.08741"
"CSU7886","FC-057",2015,29,"2015-07-23","LC","L","Tarsalis",21,"0",,"0","SW","40.48439","-105.10524"
"CSU7887","FC-001",2015,29,"2015-07-23","LC","L","Tarsalis",47,"0",,"0","SW","40.49087","-105.08257"
"CSU7888","FC-068",2015,29,"2015-07-23","LC","L","Tarsalis",10,"0","35.64","0","SW","40.516","-105.08547"
"CSU7889","FC-071",2015,29,"2015-07-23","LC","L","Tarsalis",7,"0",,"0","SW","40.52733","-105.10821"
"CSU7890","FC-071",2015,29,"2015-07-23","LC","L","Pipiens",4,"0","35.74","0","SW","40.52733","-105.10821"
"CSU7891","FC-054",2015,29,"2015-07-23","LC","L","Tarsalis",29,"0","55.55","0","SE","40.49998","-105.0632"
"CSU7892","FC-054",2015,29,"2015-07-23","LC","L","Pipiens",1,"0","36.75","0","SE","40.49998","-105.0632"
"CSU7893","FC-089GR",2015,29,"2015-07-23","LC","G","Pipiens",36,"0","31.3","0","SW","40.53631","-105.10056"
"CSU7894","FC-029GR",2015,29,"2015-07-23","LC","G","Tarsalis",1,"0","34.74","0","SE","40.51101","-105.06937"
"CSU7895","FC-029GR",2015,29,"2015-07-23","LC","G","Pipiens",50,"0",,"0","SE","40.51101","-105.06937"
"CSU7896","FC-029GR",2015,29,"2015-07-23","LC","G","Pipiens",14,"0",,"0","SE","40.51101","-105.06937"
"CSU7897","FC-029",2015,29,"2015-07-23","LC","L","Tarsalis",32,"0","36.03","0","SE","40.51011","-105.06935"
"CSU7898","FC-029",2015,29,"2015-07-23","LC","L","Pipiens",8,"0","35.34","0","SE","40.51011","-105.06935"
"CSU7899","FC-093",2015,29,"2015-07-23","LC","L","Tarsalis",50,"0","55.55","0","SW","40.53186","-105.08825"
"CSU7900","FC-093",2015,29,"2015-07-23","LC","L","Tarsalis",50,"0",,"0","SW","40.53186","-105.08825"
"CSU7901","FC-093",2015,29,"2015-07-23","LC","L","Tarsalis",16,"0","36.57","0","SW","40.53186","-105.08825"
"CSU7902","FC-093",2015,29,"2015-07-23","LC","L","Pipiens",24,"0",,"0","SW","40.53186","-105.08825"
"CSU7903","FC-037",2015,29,"2015-07-23","LC","L","Tarsalis",50,"0","35.5","0","SW","40.51668","-105.09808"
"CSU7904","FC-037",2015,29,"2015-07-23","LC","L","Tarsalis",49,"0",,"0","SW","40.51668","-105.09808"
"CSU7905","FC-037",2015,29,"2015-07-23","LC","L","Pipiens",14,"0","35.44","0","SW","40.51668","-105.09808"
"CSU7858","LV-020",2015,29,"2015-07-22","LC","L","Tarsalis",50,"0",,"0","LV","40.373964","-105.11349"
"CSU7859","LV-020",2015,29,"2015-07-22","LC","L","Tarsalis",50,"0",,"0","LV","40.373964","-105.11349"
"CSU7860","LV-020",2015,29,"2015-07-22","LC","L","Tarsalis",14,"0","35.1","0","LV","40.373964","-105.11349"
"CSU7861","LV-020",2015,29,"2015-07-22","LC","L","Pipiens",3,"0",,"0","LV","40.373964","-105.11349"
"CSU7862","FC-063GR",2015,29,"2015-07-22","LC","G","Pipiens",17,"0",,"0","NW","40.56568","-105.10505"
"CSU7863","FC-058",2015,29,"2015-07-22","LC","L","Tarsalis",12,"0",,"0","SW","40.54884","-105.12533"
"CSU7864","FC-058",2015,29,"2015-07-22","LC","L","Pipiens",1,"0",,"0","SW","40.54884","-105.12533"
"CSU7865","FC-049",2015,29,"2015-07-22","LC","L","Tarsalis",25,"0",,"0","NW","40.57324","-105.13949"
"CSU7866","FC-049",2015,29,"2015-07-22","LC","L","Pipiens",3,"0",,"0","NW","40.57324","-105.13949"
"CSU7867","FC-015",2015,29,"2015-07-22","LC","L","Tarsalis",16,"0",,"0","NW","40.5598","-105.12409"
"CSU7868","FC-015",2015,29,"2015-07-22","LC","L","Pipiens",6,"0",,"0","NW","40.5598","-105.12409"
"CSU7869","FC-063",2015,29,"2015-07-22","LC","L","Tarsalis",8,"0",,"0","NW","40.56568","-105.10485"
"CSU7870","FC-041",2015,29,"2015-07-22","LC","L","Tarsalis",50,"0",,"0","NW","40.58794","-105.10486"
"CSU7871","FC-041",2015,29,"2015-07-22","LC","L","Tarsalis",8,"0",,"0","NW","40.58794","-105.10486"
"CSU7872","FC-041",2015,29,"2015-07-22","LC","L","Pipiens",35,"0",,"0","NW","40.58794","-105.10486"
"CSU7873","FC-011",2015,29,"2015-07-22","LC","L","Tarsalis",10,"0",,"0","NW","40.56948","-105.13603"
"CSU7874","FC-011",2015,29,"2015-07-22","LC","L","Pipiens",2,"0","34.45","0","NW","40.56948","-105.13603"
"CSU7875","FC-073",2015,29,"2015-07-22","LC","L","Tarsalis",36,"0","32.44","0","NW","40.58605","-105.08889"
"CSU7876","FC-073",2015,29,"2015-07-22","LC","L","Pipiens",4,"0","34.51","0","NW","40.58605","-105.08889"
"CSU7877","FC-090GR",2015,29,"2015-07-22","LC","G","Pipiens",13,"0","34.06","0","NW","40.58196","-105.11136"
"CSU7878","FC-060",2015,29,"2015-07-22","LC","L","Tarsalis",17,"0","33.54","0","SW","40.5487","-105.12019"
"CSU7879","FC-060",2015,29,"2015-07-22","LC","L","Pipiens",3,"0","36.91","0","SW","40.5487","-105.12019"
"CSU7880","FC-061",2015,29,"2015-07-22","LC","L","Tarsalis",34,"0","55.55","0","NW","40.5688","-105.09165"
"CSU7881","FC-061",2015,29,"2015-07-22","LC","L","Pipiens",8,"0",,"0","NW","40.5688","-105.09165"
"CSU7882","FC-052",2015,29,"2015-07-22","LC","L","Tarsalis",12,"0",,"0","NW","40.56163","-105.08703"
"CSU7883","FC-052",2015,29,"2015-07-22","LC","L","Pipiens",1,"0","34.79","0","NW","40.56163","-105.08703"
"CSU7800","LV-089",2015,29,"2015-07-21","LC","L","Tarsalis",50,"0",,"0","LV","40.400251","-105.042395"
"CSU7801","LV-089",2015,29,"2015-07-21","LC","L","Tarsalis",50,"0",,"0","LV","40.400251","-105.042395"
"CSU7802","LV-089",2015,29,"2015-07-21","LC","L","Tarsalis",50,"0",,"0","LV","40.400251","-105.042395"
"CSU7803","LV-089",2015,29,"2015-07-21","LC","L","Tarsalis",50,"0",,"0","LV","40.400251","-105.042395"
"CSU7804","LV-089",2015,29,"2015-07-21","LC","L","Tarsalis",50,"0",,"0","LV","40.400251","-105.042395"
"CSU7805","LV-089",2015,29,"2015-07-21","LC","L","Tarsalis",24,"0",,"0","LV","40.400251","-105.042395"
"CSU7806","LV-104",2015,29,"2015-07-21","LC","L","Tarsalis",50,"0",,"0","LV","40.396854","-105.020915"
"CSU7807","LV-104",2015,29,"2015-07-21","LC","L","Tarsalis",50,"0",,"0","LV","40.396854","-105.020915"
"CSU7808","LV-104",2015,29,"2015-07-21","LC","L","Tarsalis",6,"0",,"0","LV","40.396854","-105.020915"
"CSU7809","LV-110",2015,29,"2015-07-21","LC","L","Tarsalis",50,"0",,"0","LV","40.400764","-105.122681"
"CSU7810","LV-110",2015,29,"2015-07-21","LC","L","Tarsalis",4,"0",,"0","LV","40.400764","-105.122681"
"CSU7811","FC-074",2015,29,"2015-07-21","LC","L","Tarsalis",50,"0",,"0","SE","40.51432","-105.00249"
"CSU7812","FC-074",2015,29,"2015-07-21","LC","L","Tarsalis",50,"0",,"0","SE","40.51432","-105.00249"
"CSU7813","FC-074",2015,29,"2015-07-21","LC","L","Tarsalis",50,"0",,"0","SE","40.51432","-105.00249"
"CSU7814","FC-074",2015,29,"2015-07-21","LC","L","Tarsalis",1,"0",,"0","SE","40.51432","-105.00249"
"CSU7815","FC-074",2015,29,"2015-07-21","LC","L","Pipiens",2,"0",,"0","SE","40.51432","-105.00249"
"CSU7816","FC-023",2015,29,"2015-07-21","LC","L","Tarsalis",50,"0",,"0","SE","40.54466","-105.0641"
"CSU7817","FC-023",2015,29,"2015-07-21","LC","L","Tarsalis",25,"0",,"0","SE","40.54466","-105.0641"
"CSU7818","FC-039",2015,29,"2015-07-21","LC","L","Tarsalis",49,"0",,"0","SE","40.48081","-105.03934"
"CSU7819","FC-059",2015,29,"2015-07-21","LC","L","Tarsalis",50,"0","35.38","0","SE","40.5426","-105.04604"
"CSU7820","FC-059",2015,29,"2015-07-21","LC","L","Tarsalis",41,"0","35.75","0","SE","40.5426","-105.04604"
"CSU7821","FC-059",2015,29,"2015-07-21","LC","L","Pipiens",14,"0","34.93","0","SE","40.5426","-105.04604"
"CSU7822","FC-075GR",2015,29,"2015-07-21","LC","G","Tarsalis",3,"0","34.01","0","SE","40.51138","-105.02937"
"CSU7823","FC-075GR",2015,29,"2015-07-21","LC","G","Pipiens",50,"0","35.53","0","SE","40.51138","-105.02937"
"CSU7824","FC-075GR",2015,29,"2015-07-21","LC","G","Pipiens",10,"0","34.64","0","SE","40.51138","-105.02937"
"CSU7825","FC-075",2015,29,"2015-07-21","LC","L","Tarsalis",50,"0","37.01","0","SE","40.51138","-105.01987"
"CSU7826","FC-075",2015,29,"2015-07-21","LC","L","Tarsalis",12,"0","36.27","0","SE","40.51138","-105.01987"
"CSU7827","FC-075",2015,29,"2015-07-21","LC","L","Pipiens",2,"0","55.55","0","SE","40.51138","-105.01987"
"CSU7828","FC-064",2015,29,"2015-07-21","LC","L","Tarsalis",50,"0","55.55","0","SE","40.49868","-105.0298"
"CSU7829","FC-064",2015,29,"2015-07-21","LC","L","Tarsalis",49,"0","55.55","0","SE","40.49868","-105.0298"
"CSU7830","FC-064",2015,29,"2015-07-21","LC","L","Pipiens",11,"0","55.55","0","SE","40.49868","-105.0298"
"CSU7831","FC-088GR",2015,29,"2015-07-21","LC","G","Tarsalis",3,"0","55.55","0","SE","40.53331","-105.03053"
"CSU7832","FC-088GR",2015,29,"2015-07-21","LC","G","Pipiens",50,"0","55.55","0","SE","40.53331","-105.03053"
"CSU7833","FC-088GR",2015,29,"2015-07-21","LC","G","Pipiens",50,"0","55.55","0","SE","40.53331","-105.03053"
"CSU7834","FC-088GR",2015,29,"2015-07-21","LC","G","Pipiens",42,"0","37.22","0","SE","40.53331","-105.03053"
"CSU7835","FC-027",2015,29,"2015-07-21","LC","L","Tarsalis",50,"0","55.55","0","SE","40.54651","-105.03359"
"CSU7836","FC-027",2015,29,"2015-07-21","LC","L","Tarsalis",50,"0","55.55","0","SE","40.54651","-105.03359"
"CSU7837","FC-027",2015,29,"2015-07-21","LC","L","Tarsalis",50,"0","37.17","0","SE","40.54651","-105.03359"
"CSU7838","FC-027",2015,29,"2015-07-21","LC","L","Tarsalis",50,"0","55.55","0","SE","40.54651","-105.03359"
"CSU7839","FC-027",2015,29,"2015-07-21","LC","L","Tarsalis",50,"0","36.03","0","SE","40.54651","-105.03359"
"CSU7840","FC-027",2015,29,"2015-07-21","LC","L","Tarsalis",50,"0","55.55","0","SE","40.54651","-105.03359"
"CSU7841","FC-027",2015,29,"2015-07-21","LC","L","Tarsalis",30,"0","55.55","0","SE","40.54651","-105.03359"
"CSU7842","FC-027",2015,29,"2015-07-21","LC","L","Pipiens",23,"0",,"0","SE","40.54651","-105.03359"
"CSU7843","FC-050",2015,29,"2015-07-21","LC","L","Tarsalis",50,"0","55.55","0","SE","40.52954","-105.05033"
"CSU7844","FC-050",2015,29,"2015-07-21","LC","L","Tarsalis",50,"0","55.55","0","SE","40.52954","-105.05033"
"CSU7845","FC-050",2015,29,"2015-07-21","LC","L","Tarsalis",11,"0","55.55","0","SE","40.52954","-105.05033"
"CSU7846","FC-050",2015,29,"2015-07-21","LC","L","Pipiens",36,"0","55.55","0","SE","40.52954","-105.05033"
"CSU7847","FC-046",2015,29,"2015-07-21","LC","L","Tarsalis",50,"0","55.55","0","SE","40.52983","-105.06484"
"CSU7848","FC-046",2015,29,"2015-07-21","LC","L","Tarsalis",50,"0",,"0","SE","40.52983","-105.06484"
"CSU7849","FC-046",2015,29,"2015-07-21","LC","L","Tarsalis",31,"0","55.55","0","SE","40.52983","-105.06484"
"CSU7850","FC-046",2015,29,"2015-07-21","LC","L","Pipiens",27,"0",,"0","SE","40.52983","-105.06484"
"CSU7851","FC-047",2015,29,"2015-07-21","LC","L","Tarsalis",50,"0",,"0","SE","40.51551","-105.05292"
"CSU7852","FC-047",2015,29,"2015-07-21","LC","L","Tarsalis",26,"0",,"0","SE","40.51551","-105.05292"
"CSU7853","FC-047",2015,29,"2015-07-21","LC","L","Pipiens",1,"0",,"0","SE","40.51551","-105.05292"
"CSU7854","FC-031",2015,29,"2015-07-21","LC","L","Tarsalis",50,"0",,"0","SE","40.50609","-105.03942"
"CSU7855","FC-031",2015,29,"2015-07-21","LC","L","Tarsalis",50,"0",,"0","SE","40.50609","-105.03942"
"CSU7856","FC-031",2015,29,"2015-07-21","LC","L","Tarsalis",18,"0",,"0","SE","40.50609","-105.03942"
"CSU7857","FC-031",2015,29,"2015-07-21","LC","L","Pipiens",4,"0",,"0","SE","40.50609","-105.03942"
"CSU7729","LV-095",2015,29,"2015-07-20","LC","L","Tarsalis",50,"0",,"0","LV","40.444118","-105.022166"
"CSU7730","LV-095",2015,29,"2015-07-20","LC","L","Tarsalis",50,"0",,"0","LV","40.444118","-105.022166"
"CSU7731","LV-095",2015,29,"2015-07-20","LC","L","Tarsalis",50,"0",,"0","LV","40.444118","-105.022166"
"CSU7732","LV-095",2015,29,"2015-07-20","LC","L","Tarsalis",50,"0",,"0","LV","40.444118","-105.022166"
"CSU7733","LV-095",2015,29,"2015-07-20","LC","L","Tarsalis",14,"0",,"0","LV","40.444118","-105.022166"
"CSU7734","LV-095",2015,29,"2015-07-20","LC","L","Pipiens",13,"0",,"0","LV","40.444118","-105.022166"
"CSU7735","FC-053",2015,29,"2015-07-20","LC","L","Tarsalis",50,"0",,"0","SE","40.49942","-105.01183"
"CSU7736","FC-053",2015,29,"2015-07-20","LC","L","Tarsalis",50,"0",,"0","SE","40.49942","-105.01183"
"CSU7737","FC-053",2015,29,"2015-07-20","LC","L","Tarsalis",6,"0",,"0","SE","40.49942","-105.01183"
"CSU7738","FC-053",2015,29,"2015-07-20","LC","L","Pipiens",1,"0",,"0","SE","40.49942","-105.01183"
"CSU7739","FC-004",2015,29,"2015-07-20","LC","L","Tarsalis",50,"0",,"0","SE","40.53486","-105.03733"
"CSU7740","FC-004",2015,29,"2015-07-20","LC","L","Tarsalis",50,"0",,"0","SE","40.53486","-105.03733"
"CSU7741","FC-004",2015,29,"2015-07-20","LC","L","Tarsalis",50,"0",,"0","SE","40.53486","-105.03733"
"CSU7742","FC-004",2015,29,"2015-07-20","LC","L","Tarsalis",13,"0",,"0","SE","40.53486","-105.03733"
"CSU7743","FC-004",2015,29,"2015-07-20","LC","L","Pipiens",19,"0",,"0","SE","40.53486","-105.03733"
"CSU7744","FC-014",2015,29,"2015-07-20","LC","L","Tarsalis",43,"0",,"0","NE","40.56359","-105.006562"
"CSU7745","FC-067",2015,29,"2015-07-20","LC","L","Tarsalis",50,"0",,"0","NE","40.57881","-105.05592"
"CSU7746","FC-067",2015,29,"2015-07-20","LC","L","Tarsalis",50,"0",,"0","NE","40.57881","-105.05592"
"CSU7747","FC-067",2015,29,"2015-07-20","LC","L","Tarsalis",12,"0",,"0","NE","40.57881","-105.05592"
"CSU7748","FC-067",2015,29,"2015-07-20","LC","L","Pipiens",16,"0",,"0","NE","40.57881","-105.05592"
"CSU7749","FC-038",2015,29,"2015-07-20","LC","L","Tarsalis",50,"0",,"0","NE","40.59911","-105.00623"
"CSU7750","FC-038",2015,29,"2015-07-20","LC","L","Tarsalis",47,"0",,"0","NE","40.59911","-105.00623"
"CSU7751","FC-038",2015,29,"2015-07-20","LC","L","Pipiens",3,"0",,"0","NE","40.59911","-105.00623"
"CSU7752","FC-034",2015,29,"2015-07-20","LC","L","Tarsalis",50,"0",,"0","NE","40.62556","-105.05009"
"CSU7753","FC-034",2015,29,"2015-07-20","LC","L","Tarsalis",50,"0",,"0","NE","40.62556","-105.05009"
"CSU7754","FC-034",2015,29,"2015-07-20","LC","L","Tarsalis",15,"0",,"0","NE","40.62556","-105.05009"
"CSU7755","FC-034",2015,29,"2015-07-20","LC","L","Pipiens",3,"0",,"0","NE","40.62556","-105.05009"
"CSU7756","FC-069",2015,29,"2015-07-20","LC","L","Tarsalis",18,"0",,"0","NE","40.61438","-105.0527"
"CSU7757","FC-069",2015,29,"2015-07-20","LC","L","Pipiens",1,"0",,"0","NE","40.61438","-105.0527"
"CSU7758","FC-040",2015,29,"2015-07-20","LC","L","Tarsalis",50,"0",,"0","NE","40.60326","-105.06554"
"CSU7759","FC-040",2015,29,"2015-07-20","LC","L","Tarsalis",50,"0",,"0","NE","40.60326","-105.06554"
"CSU7760","FC-040",2015,29,"2015-07-20","LC","L","Tarsalis",50,"0",,"0","NE","40.60326","-105.06554"
"CSU7761","FC-040",2015,29,"2015-07-20","LC","L","Tarsalis",50,"0",,"0","NE","40.60326","-105.06554"
"CSU7762","FC-040",2015,29,"2015-07-20","LC","L","Tarsalis",31,"0",,"0","NE","40.60326","-105.06554"
"CSU7763","FC-040",2015,29,"2015-07-20","LC","L","Pipiens",50,"0",,"0","NE","40.60326","-105.06554"
"CSU7764","FC-040GR",2015,29,"2015-07-20","LC","G","Tarsalis",9,"0",,"0","NE","40.60326","-105.06553"
"CSU7765","FC-040GR",2015,29,"2015-07-20","LC","G","Pipiens",50,"0",,"0","NE","40.60326","-105.06553"
"CSU7766","FC-040GR",2015,29,"2015-07-20","LC","G","Pipiens",50,"0",,"0","NE","40.60326","-105.06553"
"CSU7767","FC-040GR",2015,29,"2015-07-20","LC","G","Pipiens",50,"0",,"0","NE","40.60326","-105.06553"
"CSU7768","FC-040GR",2015,29,"2015-07-20","LC","G","Pipiens",50,"0",,"0","NE","40.60326","-105.06553"
"CSU7769","FC-040GR",2015,29,"2015-07-20","LC","G","Pipiens",50,"0",,"0","NE","40.60326","-105.06553"
"CSU7770","FC-040GR",2015,29,"2015-07-20","LC","G","Pipiens",49,"0",,"0","NE","40.60326","-105.06553"
"CSU7771","LV-069",2015,29,"2015-07-20","LC","L","Tarsalis",50,"0",,"0","LV","40.428924","-105.058221"
"CSU7772","LV-069",2015,29,"2015-07-20","LC","L","Tarsalis",50,"1",,"1","LV","40.428924","-105.058221"
"CSU7773","LV-069",2015,29,"2015-07-20","LC","L","Tarsalis",50,"0",,"0","LV","40.428924","-105.058221"
"CSU7774","LV-069",2015,29,"2015-07-20","LC","L","Tarsalis",50,"0",,"0","LV","40.428924","-105.058221"
"CSU7775","LV-069",2015,29,"2015-07-20","LC","L","Tarsalis",50,"0",,"0","LV","40.428924","-105.058221"
"CSU7776","LV-069",2015,29,"2015-07-20","LC","L","Tarsalis",50,"0",,"0","LV","40.428924","-105.058221"
"CSU7777","LV-069",2015,29,"2015-07-20","LC","L","Tarsalis",27,"0",,"0","LV","40.428924","-105.058221"
"CSU7778","LV-069",2015,29,"2015-07-20","LC","L","Pipiens",14,"0",,"0","LV","40.428924","-105.058221"
"CSU7779","FC-092GR",2015,29,"2015-07-20","LC","G","Pipiens",48,"0",,"0","NE","40.58407","-105.06497"
"CSU7780","FC-091GR",2015,29,"2015-07-20","LC","G","Pipiens",10,"0",,"0","NE","40.57052","-105.05457"
"CSU7781","FC-066GR",2015,29,"2015-07-20","LC","G","Pipiens",6,"0",,"0","NE","40.55873","-105.02318"
"CSU7782","FC-019",2015,29,"2015-07-20","LC","L","Tarsalis",25,"0",,"0","NE","40.565586","-105.05203"
"CSU7783","FC-019",2015,29,"2015-07-20","LC","L","Pipiens",16,"0",,"0","NE","40.565586","-105.05203"
"CSU7784","FC-036",2015,29,"2015-07-20","LC","L","Tarsalis",50,"0",,"0","NW","40.600766","-105.079837"
"CSU7785","FC-036",2015,29,"2015-07-20","LC","L","Tarsalis",50,"0",,"0","NW","40.600766","-105.079837"
"CSU7786","FC-036",2015,29,"2015-07-20","LC","L","Tarsalis",50,"0",,"0","NW","40.600766","-105.079837"
"CSU7787","FC-036",2015,29,"2015-07-20","LC","L","Tarsalis",50,"0",,"0","NW","40.600766","-105.079837"
"CSU7788","FC-036",2015,29,"2015-07-20","LC","L","Tarsalis",14,"0",,"0","NW","40.600766","-105.079837"
"CSU7789","FC-036",2015,29,"2015-07-20","LC","L","Pipiens",44,"1",,"0","NW","40.600766","-105.079837"
"CSU7790","FC-006",2015,29,"2015-07-20","LC","L","Tarsalis",50,"0",,"0","NE","40.592328","-105.066295"
"CSU7791","FC-006",2015,29,"2015-07-20","LC","L","Tarsalis",50,"0",,"0","NE","40.592328","-105.066295"
"CSU7792","FC-006",2015,29,"2015-07-20","LC","L","Tarsalis",35,"0",,"0","NE","40.592328","-105.066295"
"CSU7793","FC-006",2015,29,"2015-07-20","LC","L","Pipiens",1,"0",,"0","NE","40.592328","-105.066295"
"CSU7794","FC-072",2015,29,"2015-07-20","LC","L","Tarsalis",50,"0",,"0","NE","40.56953","-105.07117"
"CSU7795","FC-072",2015,29,"2015-07-20","LC","L","Tarsalis",46,"0",,"0","NE","40.56953","-105.07117"
"CSU7796","FC-072",2015,29,"2015-07-20","LC","L","Pipiens",3,"0",,"0","NE","40.56953","-105.07117"
